Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer,Name,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
7051,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William,Brown,Glasgow,Scotland,G1 1AA,West,OFF-BI-10004593,Stationery,Files,Ibico Laser Imprintable Binding System Covers,157.2
7052,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William,Brown,Glasgow,Scotland,G1 1AA,West,OFF-AR-10000914,Stationery,Art,Boston 16765 Mini Stand Up Battery Pencil Sharpener,17.49
7053,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William,Brown,Glasgow,Scotland,G1 1AA,West,OFF-PA-10000241,Stationery,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",23.24
7054,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William,Brown,Leeds,West Yorkshire,LS1 1UR,West,TEC-AC-10000057,Electronics,Accessories,Microsoft Natural Ergonomic Keyboard 4000,89.97
7055,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William,Brown,Glasgow,Scotland,G1 1AA,West,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",272.94
7056,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William,Brown,Liverpool,Merseyside,L1 1AA,West,OFF-BI-10002824,Stationery,Files,Recycled Easel Ring Binders,26.86
7057,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William,Brown,Leeds,West Yorkshire,LS1 1UR,West,OFF-BI-10004001,Stationery,Files,GBC Recycled VeloBinder Covers,92.02
7058,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William,Brown,Edinburgh,Scotland,EH1 1BB,West,FUR-TA-10004619,Furniture,Tables,Hon Non-Folding Utility Tables,669.1
7059,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William,Brown,Glasgow,Scotland,G1 1AA,West,OFF-ST-10000636,Stationery,Storage,Rogers Profile Extra Capacity Storage Tub,37.66
7060,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William,Brown,Edinburgh,Scotland,EH1 1BB,West,OFF-AP-10001469,Stationery,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,62.56
7061,CA-2017-165330,11/12/2017,11/12/2017,Same Day,WB-21850,William,Brown,Newcastle,Tyne and Wear,NE1 1AA,West,OFF-BI-10002897,Stationery,Files,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",4.4
3464,CA-2017-165470,25/11/2017,30/11/2017,Standard Class,HJ-14875,Heather,Jas,Sheffield,South Yorkshire,S1 2HH,South,OFF-PA-10004675,Stationery,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",3.81
1810,CA-2017-165484,23/10/2017,29/10/2017,Standard Class,HK-14890,Heather,Kirkland,Birmingham,West Midlands,B1 1AA,Central,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,12.12
1811,CA-2017-165484,23/10/2017,29/10/2017,Standard Class,HK-14890,Heather,Kirkland,Leeds,West Yorkshire,LS1 1UR,Central,OFF-PA-10000595,Stationery,Paper,Xerox 1929,41.11
6244,CA-2017-165561,24/11/2017,28/11/2017,Standard Class,CR-12580,Clay,Rozendal,Glasgow,Scotland,G1 1AA,West,OFF-SU-10004782,Stationery,Supplies,"Elite 5"" Scissors",19.01
7734,CA-2017-165673,15/05/2017,19/05/2017,Second Class,MN-17935,Michael,Nguyen,Sheffield,South Yorkshire,S1 2HH,East,OFF-PA-10000697,Stationery,Paper,"TOPS Voice Message Log Book, Flash Format",11.42
5724,CA-2017-165820,26/09/2017,30/09/2017,Standard Class,DW-13585,Dorothy,Wardle,Newcastle,Tyne and Wear,NE1 1AA,West,OFF-PA-10004735,Stationery,Paper,Xerox 1905,9.72
6729,CA-2017-165827,04/11/2017,09/11/2017,Standard Class,MF-17665,Maureen,Fritzler,Newcastle,Tyne and Wear,NE1 1AA,South,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,37.87
2602,CA-2017-165848,04/06/2017,04/06/2017,Same Day,EN-13780,Edward,Nazzal,Manchester,Greater Manchester,M1 1AE,East,OFF-PA-10000349,Stationery,Paper,Easy-staple paper,11.2
2603,CA-2017-165848,04/06/2017,04/06/2017,Same Day,EN-13780,Edward,Nazzal,Edinburgh,Scotland,EH1 1BB,East,TEC-MA-10003356,Electronics,Machines,Panasonic KX MC6040 Colour Laser Multifunction Printer,1012.39
2604,CA-2017-165848,04/06/2017,04/06/2017,Same Day,EN-13780,Edward,Nazzal,Birmingham,West Midlands,B1 1AA,East,FUR-BO-10000362,Furniture,Bookcases,Sauder Inglewood Library Bookcases,102.59
2605,CA-2017-165848,04/06/2017,04/06/2017,Same Day,EN-13780,Edward,Nazzal,Edinburgh,Scotland,EH1 1BB,East,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",45.84
8615,CA-2017-165918,10/09/2017,14/09/2017,Standard Class,BD-11770,Bryan,Davis,Edinburgh,Scotland,EH1 1BB,West,OFF-LA-10003720,Stationery,Labels,Avery 487,5.54
8616,CA-2017-165918,10/09/2017,14/09/2017,Standard Class,BD-11770,Bryan,Davis,Glasgow,Scotland,G1 1AA,West,OFF-BI-10004364,Stationery,Files,Storex Dura Pro Binders,10.69
8617,CA-2017-165918,10/09/2017,14/09/2017,Standard Class,BD-11770,Bryan,Davis,Edinburgh,Scotland,EH1 1BB,West,OFF-PA-10000100,Stationery,Paper,Xerox 1945,61.48
8618,CA-2017-165918,10/09/2017,14/09/2017,Standard Class,BD-11770,Bryan,Davis,Bristol,South West England,BS1 5DD,West,OFF-BI-10004826,Stationery,Files,JM Magazine Binder,29.72
6337,CA-2017-165995,30/08/2017,06/09/2017,Standard Class,BG-11740,Bruce,Geld,Leeds,West Yorkshire,LS1 1UR,West,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28
6338,CA-2017-165995,30/08/2017,06/09/2017,Standard Class,BG-11740,Bruce,Geld,Edinburgh,Scotland,EH1 1BB,West,TEC-PH-10004908,Electronics,Mobiles,Panasonic KX TS3282W Corded phone,254.97
1088,CA-2017-166163,15/08/2017,20/08/2017,Second Class,CY-12745,Craig,Yedwab,Bristol,South West England,BS1 5DD,West,TEC-PH-10004896,Electronics,Mobiles,Nokia Lumia 521 (T-Mobile),53.98
1089,CA-2017-166163,15/08/2017,20/08/2017,Second Class,CY-12745,Craig,Yedwab,Sheffield,South Yorkshire,S1 2HH,West,OFF-LA-10000452,Stationery,Labels,Avery 488,2.36
4960,CA-2017-166226,18/11/2017,22/11/2017,Standard Class,TC-21535,Tracy,Collins,Edinburgh,Scotland,EH1 1BB,West,TEC-PH-10003357,Electronics,Mobiles,Grandstream GXP2100 Mainstream Business Phone,45.89
4961,CA-2017-166226,18/11/2017,22/11/2017,Standard Class,TC-21535,Tracy,Collins,Bristol,South West England,BS1 5DD,West,OFF-AP-10002867,Stationery,Appliances,Fellowes Command Center 5-outlet power strip,50.88
4704,CA-2017-166240,24/06/2017,28/06/2017,Standard Class,DH-13075,Dave,Hallsten,Sheffield,South Yorkshire,S1 2HH,Central,OFF-AP-10002082,Stationery,Appliances,Holmes HEPA Air Purifier,6.53
6634,CA-2017-166275,24/10/2017,24/10/2017,Same Day,SS-20590,Sonia,Sunley,Bristol,South West England,BS1 5DD,West,TEC-AC-10001838,Electronics,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,149.99
7130,CA-2017-166282,16/04/2017,22/04/2017,Standard Class,PK-19075,Pete,Kriz,Birmingham,West Midlands,B1 1AA,South,TEC-AC-10004209,Electronics,Accessories,Memorex Froggy Flash Drive 4 GB,26.38
7131,CA-2017-166282,16/04/2017,22/04/2017,Standard Class,PK-19075,Pete,Kriz,Manchester,Greater Manchester,M1 1AE,South,OFF-PA-10003022,Stationery,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,92.32
8030,CA-2017-166373,21/10/2017,25/10/2017,Standard Class,JF-15565,Jill,Fjeld,Newcastle,Tyne and Wear,NE1 1AA,Central,TEC-AC-10002323,Electronics,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,79.56
8296,CA-2017-166380,30/05/2017,03/06/2017,Standard Class,EB-13750,Edward,Becker,Sheffield,South Yorkshire,S1 2HH,South,OFF-EN-10002600,Stationery,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",19.91
8297,CA-2017-166380,30/05/2017,03/06/2017,Standard Class,EB-13750,Edward,Becker,Birmingham,West Midlands,B1 1AA,South,TEC-AC-10000109,Electronics,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,83.98
8179,CA-2017-166429,02/09/2017,08/09/2017,Standard Class,TG-21310,Toby,Gnade,Manchester,Greater Manchester,M1 1AE,West,TEC-CO-10002095,Electronics,Copiers,Hewlett Packard 610 Colour Digital Copier / Printer,749.98
2946,CA-2017-166443,04/11/2017,05/11/2017,First Class,LH-17020,Lisa,Hazard,Birmingham,West Midlands,B1 1AA,West,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,28.72
3456,CA-2017-166485,20/02/2017,27/02/2017,Standard Class,AH-10210,Alan,Hwang,Sheffield,South Yorkshire,S1 2HH,South,OFF-PA-10004996,Stationery,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",12.37
9178,CA-2017-166618,14/11/2017,18/11/2017,Standard Class,DP-13000,Darren,Powers,Liverpool,Merseyside,L1 1AA,East,TEC-PH-10003356,Electronics,Mobiles,"SmartStand Mobile Device Holder, Assorted Colours",10.48
9179,CA-2017-166618,14/11/2017,18/11/2017,Standard Class,DP-13000,Darren,Powers,Liverpool,Merseyside,L1 1AA,East,OFF-AR-10001725,Stationery,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,17.74
5890,CA-2017-166625,14/04/2017,17/04/2017,First Class,JM-15580,Jill,Matthias,Birmingham,West Midlands,B1 1AA,East,OFF-BI-10002414,Stationery,Files,GBC ProClick Spines for 32-Hole Punch,18.79
448,CA-2017-166674,01/04/2017,03/04/2017,Second Class,RB-19360,Raymond,Buch,Liverpool,Merseyside,L1 1AA,East,OFF-AR-10000588,Stationery,Art,Newell 345,44.64
449,CA-2017-166674,01/04/2017,03/04/2017,Second Class,RB-19360,Raymond,Buch,Birmingham,West Midlands,B1 1AA,East,OFF-ST-10001469,Stationery,Storage,Fellowes Bankers Box Recycled Super Stor/Drawer,121.46
450,CA-2017-166674,01/04/2017,03/04/2017,Second Class,RB-19360,Raymond,Buch,Glasgow,Scotland,G1 1AA,East,OFF-AR-10001953,Stationery,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,197.91
451,CA-2017-166674,01/04/2017,03/04/2017,Second Class,RB-19360,Raymond,Buch,Newcastle,Tyne and Wear,NE1 1AA,East,OFF-AR-10003156,Stationery,Art,50 Coloured Long Pencils,22.86
452,CA-2017-166674,01/04/2017,03/04/2017,Second Class,RB-19360,Raymond,Buch,Sheffield,South Yorkshire,S1 2HH,East,OFF-AR-10004974,Stationery,Art,Newell 342,7.38
453,CA-2017-166674,01/04/2017,03/04/2017,Second Class,RB-19360,Raymond,Buch,Sheffield,South Yorkshire,S1 2HH,East,TEC-PH-10002365,Electronics,Mobiles,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,26.34
9281,CA-2017-166772,20/09/2017,24/09/2017,Standard Class,HJ-14875,Heather,Jas,Sheffield,South Yorkshire,S1 2HH,West,FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,122.91
5968,CA-2017-166912,15/01/2017,17/01/2017,First Class,BE-11335,Bill,Eplett,Edinburgh,Scotland,EH1 1BB,East,OFF-PA-10001033,Stationery,Paper,Xerox 1893,61.48
5440,CA-2017-167115,04/04/2017,09/04/2017,Standard Class,EH-14185,Evan,Henry,Sheffield,South Yorkshire,S1 2HH,East,OFF-BI-10004600,Stationery,Files,Ibico Ibimaster 300 Manual Binding System,441.59
8895,CA-2017-167241,15/08/2017,22/08/2017,Standard Class,BD-11320,Bill,Donatelli,Birmingham,West Midlands,B1 1AA,West,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,234.02
8896,CA-2017-167241,15/08/2017,22/08/2017,Standard Class,BD-11320,Bill,Donatelli,Birmingham,West Midlands,B1 1AA,West,OFF-ST-10001505,Stationery,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",13.46
8897,CA-2017-167241,15/08/2017,22/08/2017,Standard Class,BD-11320,Bill,Donatelli,Leeds,West Yorkshire,LS1 1UR,West,TEC-PH-10004614,Electronics,Mobiles,AT&T 841000 Phone,124.2
8898,CA-2017-167241,15/08/2017,22/08/2017,Standard Class,BD-11320,Bill,Donatelli,London,Greater London,SW1A 1AA,West,OFF-PA-10004911,Stationery,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",28.14
3292,CA-2017-167290,30/10/2017,04/11/2017,Standard Class,JF-15295,Jason,Fortune-,Liverpool,Merseyside,L1 1AA,Central,OFF-AR-10004078,Stationery,Art,Newell 312,8.76
7077,CA-2017-167416,12/05/2017,17/05/2017,Standard Class,JM-15580,Jill,Matthias,Bristol,South West England,BS1 5DD,West,OFF-EN-10001141,Stationery,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",41.18
3973,CA-2017-167556,29/03/2017,02/04/2017,Standard Class,JM-15250,Janet,Martin,Sheffield,South Yorkshire,S1 2HH,East,OFF-PA-10000466,Stationery,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",10.11
3974,CA-2017-167556,29/03/2017,02/04/2017,Standard Class,JM-15250,Janet,Martin,Newcastle,Tyne and Wear,NE1 1AA,East,OFF-BI-10003708,Stationery,Files,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",22.35
3975,CA-2017-167556,29/03/2017,02/04/2017,Standard Class,JM-15250,Janet,Martin,Birmingham,West Midlands,B1 1AA,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",310.5
3976,CA-2017-167556,29/03/2017,02/04/2017,Standard Class,JM-15250,Janet,Martin,Birmingham,West Midlands,B1 1AA,East,OFF-BI-10000320,Stationery,Files,GBC Plastic Binding Combs,31
1087,CA-2017-167584,12/08/2017,12/08/2017,Same Day,LC-16870,Lena,Cacioppo,Birmingham,West Midlands,B1 1AA,Central,OFF-PA-10000029,Stationery,Paper,Xerox 224,4.86
7913,CA-2017-167605,28/04/2017,30/04/2017,Second Class,RB-19570,Rob,Beeghly,Newcastle,Tyne and Wear,NE1 1AA,Central,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",22.76
5898,CA-2017-167682,03/04/2017,09/04/2017,Standard Class,ZD-21925,Zuschuss,Donatelli,Birmingham,West Midlands,B1 1AA,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34
5899,CA-2017-167682,03/04/2017,09/04/2017,Standard Class,ZD-21925,Zuschuss,Donatelli,Glasgow,Scotland,G1 1AA,Central,TEC-PH-10000673,Electronics,Mobiles,Plantronics Voyager Pro HD - Bluetooth Headset,194.97
3887,CA-2017-167759,03/03/2017,08/03/2017,Second Class,CC-12670,Craig,Carreira,Sheffield,South Yorkshire,S1 2HH,Central,TEC-PH-10003171,Electronics,Mobiles,Plantronics Encore H101 Dual Earpieces Headset,101.14
8831,CA-2017-167983,21/08/2017,24/08/2017,Second Class,RP-19270,Rachel,Payne,London,Greater London,SW1A 1AA,West,OFF-BI-10003727,Stationery,Files,Avery Durable Slant Ring Binders With Label Holder,25.08
8925,CA-2017-168032,30/01/2017,03/02/2017,Standard Class,DF-13135,David,Flashing,Birmingham,West Midlands,B1 1AA,Central,TEC-PH-10004241,Electronics,Mobiles,Nokia Lumia 1020,1079.98
8926,CA-2017-168032,30/01/2017,03/02/2017,Standard Class,DF-13135,David,Flashing,Leeds,West Yorkshire,LS1 1UR,Central,OFF-BI-10000546,Stationery,Files,Avery Durable Binders,1.3
8927,CA-2017-168032,30/01/2017,03/02/2017,Standard Class,DF-13135,David,Flashing,Birmingham,West Midlands,B1 1AA,Central,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,469.58
9358,CA-2017-168046,25/01/2017,28/01/2017,Second Class,JD-15895,Jonathan,Doherty,Edinburgh,Scotland,EH1 1BB,East,OFF-BI-10003676,Stationery,Files,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",32.34
9359,CA-2017-168046,25/01/2017,28/01/2017,Second Class,JD-15895,Jonathan,Doherty,Manchester,Greater Manchester,M1 1AE,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,235.29
9360,CA-2017-168046,25/01/2017,28/01/2017,Second Class,JD-15895,Jonathan,Doherty,Birmingham,West Midlands,B1 1AA,East,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,34.48
9361,CA-2017-168046,25/01/2017,28/01/2017,Second Class,JD-15895,Jonathan,Doherty,Liverpool,Merseyside,L1 1AA,East,OFF-ST-10004337,Stationery,Storage,"SAFCO Commercial Wire Shelving, 72h",321.51
1180,CA-2017-168081,24/04/2017,27/04/2017,Second Class,CA-12055,Cathy,Armstrong,Birmingham,West Midlands,B1 1AA,Central,TEC-AC-10003174,Electronics,Accessories,Plantronics S12 Corded Telephone Headset System,194.02
2021,CA-2017-168354,19/09/2017,21/09/2017,First Class,RH-19510,Rick,Huthwaite,Manchester,Greater Manchester,M1 1AE,East,OFF-ST-10001490,Stationery,Storage,"Hot File 7-Pocket, Floor Stand",1204.67
2022,CA-2017-168354,19/09/2017,21/09/2017,First Class,RH-19510,Rick,Huthwaite,Newcastle,Tyne and Wear,NE1 1AA,East,OFF-PA-10002377,Stationery,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",12.78
2023,CA-2017-168354,19/09/2017,21/09/2017,First Class,RH-19510,Rick,Huthwaite,Glasgow,Scotland,G1 1AA,East,OFF-BI-10004826,Stationery,Files,JM Magazine Binder,37.15
2024,CA-2017-168354,19/09/2017,21/09/2017,First Class,RH-19510,Rick,Huthwaite,Liverpool,Merseyside,L1 1AA,East,FUR-CH-10004675,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",654.24
8659,CA-2017-168361,21/06/2017,25/06/2017,Standard Class,KB-16600,Ken,Brennan,Birmingham,West Midlands,B1 1AA,Central,OFF-BI-10003727,Stationery,Files,Avery Durable Slant Ring Binders With Label Holder,0.63
3516,CA-2017-168536,20/12/2017,24/12/2017,Standard Class,SC-20800,Stuart,Calhoun,Manchester,Greater Manchester,M1 1AE,South,TEC-AC-10002323,Electronics,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,49.72
8049,CA-2017-168543,03/07/2017,07/07/2017,Standard Class,DK-13225,Dean,Katz,Sheffield,South Yorkshire,S1 2HH,East,OFF-AP-10000938,Stationery,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,530.14
8468,CA-2017-168557,19/09/2017,23/09/2017,Standard Class,FH-14275,Frank,Hawley,London,Greater London,SW1A 1AA,West,OFF-BI-10002309,Stationery,Files,Avery Heavy-Duty EZD Binder With Locking Rings,6.7
534,CA-2017-168753,29/05/2017,01/06/2017,Second Class,RL-19615,Rob,Lucas,Glasgow,Scotland,G1 1AA,South,TEC-PH-10000984,Electronics,Mobiles,Panasonic KX-TG9471B,734.96
535,CA-2017-168753,29/05/2017,01/06/2017,Second Class,RL-19615,Rob,Lucas,Bristol,South West England,BS1 5DD,South,OFF-BI-10002557,Stationery,Files,Presstex Flexible Ring Binders,17.06
8737,CA-2017-168774,04/09/2017,09/09/2017,Standard Class,RP-19855,Roy,Phan,Edinburgh,Scotland,EH1 1BB,Central,OFF-ST-10001490,Stationery,Storage,"Hot File 7-Pocket, Floor Stand",401.56
9044,CA-2017-168830,07/11/2017,13/11/2017,Standard Class,ML-17395,Marina,Lichtenstein,Sheffield,South Yorkshire,S1 2HH,West,TEC-AC-10003911,Electronics,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,359.98
9631,CA-2017-168844,31/05/2017,06/06/2017,Standard Class,NM-18520,Neoma,Murray,Liverpool,Merseyside,L1 1AA,East,OFF-BI-10002609,Stationery,Files,Avery Hidden Tab Dividers for Binding Systems,5.36
9632,CA-2017-168844,31/05/2017,06/06/2017,Standard Class,NM-18520,Neoma,Murray,Glasgow,Scotland,G1 1AA,East,TEC-PH-10003215,Electronics,Mobiles,Jackery Bar Premium Fast-charging Portable Charger,134.77
4431,CA-2017-168893,03/11/2017,08/11/2017,Second Class,AP-10915,Arthur,Prichep,Glasgow,Scotland,G1 1AA,South,OFF-FA-10002280,Stationery,Fasteners,Advantus Plastic Paper Clips,15
4432,CA-2017-168893,03/11/2017,08/11/2017,Second Class,AP-10915,Arthur,Prichep,Leeds,West Yorkshire,LS1 1UR,South,OFF-AR-10001770,Stationery,Art,Economy #2 Pencils,5.98
4433,CA-2017-168893,03/11/2017,08/11/2017,Second Class,AP-10915,Arthur,Prichep,Birmingham,West Midlands,B1 1AA,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,18.08
4434,CA-2017-168893,03/11/2017,08/11/2017,Second Class,AP-10915,Arthur,Prichep,Glasgow,Scotland,G1 1AA,South,OFF-AR-10003772,Stationery,Art,Boston 16750 Black Compact Battery Pencil Sharpener,6.56
4435,CA-2017-168893,03/11/2017,08/11/2017,Second Class,AP-10915,Arthur,Prichep,Manchester,Greater Manchester,M1 1AE,South,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,632.21
6611,CA-2017-168921,20/10/2017,22/10/2017,First Class,AG-10495,Andrew,Gjertsen,Leeds,West Yorkshire,LS1 1UR,West,OFF-BI-10004209,Stationery,Files,"Fellowes Twister Kit, Gray/Clear, 3/pkg",14.47
1821,CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035,Erin,Ashbrook,Newcastle,Tyne and Wear,NE1 1AA,Central,OFF-AP-10004233,Stationery,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,69.05
1822,CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035,Erin,Ashbrook,Leeds,West Yorkshire,LS1 1UR,Central,OFF-FA-10000304,Stationery,Fasteners,Advantus Push Pins,5.23
1823,CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035,Erin,Ashbrook,Liverpool,Merseyside,L1 1AA,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",47.22
1824,CA-2017-168956,16/02/2017,20/02/2017,Standard Class,EA-14035,Erin,Ashbrook,Sheffield,South Yorkshire,S1 2HH,Central,OFF-PA-10000809,Stationery,Paper,Xerox 206,3.89
3196,CA-2017-169026,08/08/2017,13/08/2017,Standard Class,CM-12655,Corinna,Mitchell,Bristol,South West England,BS1 5DD,South,OFF-FA-10001883,Stationery,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",17.5
1047,CA-2017-169103,08/03/2017,13/03/2017,Standard Class,ZC-21910,Zuschuss,Carroll,Leeds,West Yorkshire,LS1 1UR,South,TEC-PH-10001530,Electronics,Mobiles,Cisco Unified IP Phone 7945G VoIP phone,1022.97
1048,CA-2017-169103,08/03/2017,13/03/2017,Standard Class,ZC-21910,Zuschuss,Carroll,Birmingham,West Midlands,B1 1AA,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",76.77
494,CA-2017-169166,09/05/2017,14/05/2017,Standard Class,SS-20590,Sonia,Sunley,London,Greater London,SW1A 1AA,West,TEC-AC-10000991,Electronics,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,70.48
48,CA-2017-169194,20/06/2017,25/06/2017,Standard Class,LH-16900,Lena,Hernandez,Sheffield,South Yorkshire,S1 2HH,East,TEC-AC-10002167,Electronics,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,33.75
49,CA-2017-169194,20/06/2017,25/06/2017,Standard Class,LH-16900,Lena,Hernandez,Manchester,Greater Manchester,M1 1AE,East,TEC-PH-10003988,Electronics,Mobiles,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",16.35
4682,CA-2017-169215,14/07/2017,18/07/2017,Second Class,RE-19450,Richard,Eichhorn,Edinburgh,Scotland,EH1 1BB,East,OFF-FA-10000936,Stationery,Fasteners,Acco Hot Clips Clips to Go,22.21
7822,CA-2017-169334,21/10/2017,24/10/2017,Second Class,GW-14605,Giulietta,Weimer,Edinburgh,Scotland,EH1 1BB,South,OFF-ST-10004950,Stationery,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",83.75
8100,CA-2017-169663,10/03/2017,13/03/2017,First Class,RH-19510,Rick,Huthwaite,Liverpool,Merseyside,L1 1AA,West,TEC-AC-10003038,Electronics,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,20.14
8101,CA-2017-169663,10/03/2017,13/03/2017,First Class,RH-19510,Rick,Huthwaite,Glasgow,Scotland,G1 1AA,West,TEC-MA-10000984,Electronics,Machines,Okidata MB760 Printer,2518.2
8272,CA-2017-169670,25/12/2017,31/12/2017,Standard Class,JE-15715,Joe,Elijah,Manchester,Greater Manchester,M1 1AE,East,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1922.29
7687,CA-2017-169838,25/11/2017,29/11/2017,Standard Class,BB-11545,Brenda,Bowman,Edinburgh,Scotland,EH1 1BB,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,1176.46
7688,CA-2017-169838,25/11/2017,29/11/2017,Standard Class,BB-11545,Brenda,Bowman,Newcastle,Tyne and Wear,NE1 1AA,Central,OFF-BI-10004002,Stationery,Files,Wilson Jones International Size A4 Ring Binders,12.98
7689,CA-2017-169838,25/11/2017,29/11/2017,Standard Class,BB-11545,Brenda,Bowman,Newcastle,Tyne and Wear,NE1 1AA,Central,TEC-AC-10004518,Electronics,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,120
6580,CA-2017-169887,22/10/2017,22/10/2017,Same Day,MS-17530,MaryBeth,Skach,Newcastle,Tyne and Wear,NE1 1AA,West,OFF-PA-10003001,Stationery,Paper,Xerox 1986,5.01
6581,CA-2017-169887,22/10/2017,22/10/2017,Same Day,MS-17530,MaryBeth,Skach,Liverpool,Merseyside,L1 1AA,West,OFF-AR-10002766,Stationery,Art,Prang Drawing Pencil Set,6.26
6582,CA-2017-169887,22/10/2017,22/10/2017,Same Day,MS-17530,MaryBeth,Skach,London,Greater London,SW1A 1AA,West,FUR-FU-10003095,Furniture,Furnishings,"Linden 12"" Wall Clock With Oak Frame",76.46
2428,CA-2017-169922,11/06/2017,17/06/2017,Standard Class,MZ-17515,Mary,Zewe,Edinburgh,Scotland,EH1 1BB,Central,OFF-BI-10003784,Stationery,Files,Computer Printout Index Tabs,1.01
